HourUTC;HourDK;PriceArea;SpotPriceDKK;SpotPriceEUR
2023-02-02 19:00;2023-02-02 20:00;SE4;1056,989990;142,089996
2023-02-02 19:00;2023-02-02 20:00;SE3;1024,180054;137,679993
2023-02-02 19:00;2023-02-02 20:00;NO2;1024,180054;137,679993
2023-02-02 19:00;2023-02-02 20:00;DK2;1056,989990;142,089996
2023-02-02 19:00;2023-02-02 20:00;DK1;1056,989990;142,089996
2023-02-02 19:00;2023-02-02 20:00;DE;1056,989990;142,089996
2023-02-02 20:00;2023-02-02 21:00;SYSTEM;997,630005;134,110001
2023-02-02 20:00;2023-02-02 21:00;SE4;1042,109985;140,089996
2023-02-02 20:00;2023-02-02 21:00;SE3;1010,869995;135,889999
2023-02-02 20:00;2023-02-02 21:00;NO2;1010,869995;135,889999
2023-02-02 20:00;2023-02-02 21:00;DK2;1067,780029;143,539993
2023-02-02 20:00;2023-02-02 21:00;DK1;1067,780029;143,539993
2023-02-02 20:00;2023-02-02 21:00;DE;1067,780029;143,539993
2023-02-02 21:00;2023-02-02 22:00;SYSTEM;897,500000;120,650002
2023-02-02 21:00;2023-02-02 22:00;SE4;944,960022;127,029999
2023-02-02 21:00;2023-02-02 22:00;SE3;929,559998;124,959999
2023-02-02 21:00;2023-02-02 22:00;NO2;929,559998;124,959999
2023-02-02 21:00;2023-02-02 22:00;DK2;968,169983;130,149994
2023-02-02 21:00;2023-02-02 22:00;DK1;968,169983;130,149994
2023-02-02 21:00;2023-02-02 22:00;DE;968,169983;130,149994
2023-02-02 22:00;2023-02-02 23:00;SYSTEM;744,039978;100,019997
2023-02-02 22:00;2023-02-02 23:00;SE4;773,119995;103,930000
2023-02-02 22:00;2023-02-02 23:00;SE3;773,119995;103,930000
2023-02-02 22:00;2023-02-02 23:00;NO2;773,119995;103,930000
2023-02-02 22:00;2023-02-02 23:00;DK2;773,119995;103,930000
2023-02-02 22:00;2023-02-02 23:00;DK1;773,119995;103,930000
2023-02-02 22:00;2023-02-02 23:00;DE;773,119995;103,930000
2023-02-02 23:00;2023-02-03 00:00;SYSTEM;782,390015;105,169998
2023-02-02 23:00;2023-02-03 00:00;SE4;805,669983;108,300003
2023-02-02 23:00;2023-02-03 00:00;SE3;805,669983;108,300003
2023-02-02 23:00;2023-02-03 00:00;NO2;805,669983;108,300003
2023-02-02 23:00;2023-02-03 00:00;DK2;805,669983;108,300003
2023-02-02 23:00;2023-02-03 00:00;DK1;805,669983;108,300003
2023-02-02 23:00;2023-02-03 00:00;DE;805,669983;108,300003
2023-02-03 00:00;2023-02-03 01:00;SYSTEM;722,200012;97,080002
2023-02-03 00:00;2023-02-03 01:00;SE4;745,929993;100,269997
2023-02-03 00:00;2023-02-03 01:00;SE3;745,929993;100,269997
2023-02-03 00:00;2023-02-03 01:00;NO2;745,929993;100,269997
2023-02-03 00:00;2023-02-03 01:00;DK2;745,929993;100,269997
2023-02-03 00:00;2023-02-03 01:00;DK1;745,929993;100,269997
2023-02-03 00:00;2023-02-03 01:00;DE;745,929993;100,269997
2023-02-03 01:00;2023-02-03 02:00;SYSTEM;682,250000;91,709999
2023-02-03 01:00;2023-02-03 02:00;SE4;697,950012;93,820000
2023-02-03 01:00;2023-02-03 02:00;SE3;697,950012;93,820000
2023-02-03 01:00;2023-02-03 02:00;NO2;717,369995;96,430000
2023-02-03 01:00;2023-02-03 02:00;DK2;697,950012;93,820000
2023-02-03 01:00;2023-02-03 02:00;DK1;697,950012;93,820000
2023-02-03 01:00;2023-02-03 02:00;DE;697,950012;93,820000
2023-02-03 02:00;2023-02-03 03:00;SYSTEM;633,080017;85,099998
2023-02-03 02:00;2023-02-03 03:00;SE4;653,390015;87,830002
2023-02-03 02:00;2023-02-03 03:00;SE3;653,390015;87,830002
2023-02-03 02:00;2023-02-03 03:00;NO2;674,289978;90,639999
2023-02-03 02:00;2023-02-03 03:00;DK2;653,390015;87,830002
2023-02-03 02:00;2023-02-03 03:00;DK1;653,390015;87,830002
2023-02-03 02:00;2023-02-03 03:00;DE;653,390015;87,830002
2023-02-03 03:00;2023-02-03 04:00;SYSTEM;578,770020;77,800003
